id,kind,en,pl,sommelier_note
"pairing.brovariusz-wroclaw.r5-d2.r5-w3.reason","pairing_reason","Textured Chardonnay supports tuna and sesame richness.","Strukturalne Chardonnay wspiera tuńczyka i bogactwo sezamu.",""
"pairing.brovariusz-wroclaw.r5-d2.r5-w5.reason","pairing_reason","Albarino brightness sharpens ponzu citrus profile.","Świeżość Albariño wyostrza cytrusowy profil ponzu.",""
"pairing.brovariusz-wroclaw.r5-d3.r5-w1.reason","pairing_reason","Malbec fruit and body hold up to soy-seared beef.","Owocowość i treściwość Malbeca dorównują wołowinie smażonej w sosie sojowym.",""
"pairing.brovariusz-wroclaw.r5-d3.r5-w4.reason","pairing_reason","Carmenere spice aligns with wok-charred aromatics.","Korzenność Carmenère pasuje do aromatów z woka.",""
"pairing.brovariusz-wroclaw.r5-d4.r5-w3.reason","pairing_reason","Creamy Chardonnay texture matches sauce body.","Kremowa tekstura Chardonnay odpowiada treściwości sosu.",""
"pairing.brovariusz-wroclaw.r5-d4.r5-w7.reason","pairing_reason","Floral aromatics cool yellow chili warmth.","Kwiatowe aromaty chłodzą ciepło żółtego chili.",""
"pairing.brovariusz-wroclaw.r5-d5.r5-w3.reason","pairing_reason","Rounded white texture suits creamy avocado.","Zaokrąglona tekstura białego pasuje do kremowego awokado.",""
"pairing.brovariusz-wroclaw.r5-d5.r5-w5.reason","pairing_reason","Fresh saline profile complements crab sweetness.","Świeży słony profil uzupełnia słodycz kraba.",""
"pairing.brovariusz-wroclaw.r5-d6.r5-w2.reason","pairing_reason","Cabernet tannins match grilled protein and char.","Taniny Cabernet pasują do grillowanego białka i nut z węgla.",""
"pairing.brovariusz-wroclaw.r5-d6.r5-w8.reason","pairing_reason","Bold Malbec fruit balances smoky chili spice.","Wyrazista owocowość Malbeca równoważy dymną korzenność chili.",""
"pairing.brovariusz-wroclaw.r5-d7.r5-w3.reason","pairing_reason","Fruit-forward Chardonnay complements saffron rice.","Owocowe Chardonnay uzupełnia ryż z szafranem.",""
"pairing.brovariusz-wroclaw.r5-d7.r5-w5.reason","pairing_reason","Crisp acidity keeps shellfish and spice in balance.","Świeża kwasowość utrzymuje skorupiaki i korzenność w równowadze.",""
"pairing.brovariusz-wroclaw.r5-d8.r5-w1.reason","pairing_reason","Classic Malbec plushness fits tender slow-cooked meat.","Klasyczna pluszowość Malbeca pasuje do delikatnego, wolno duszonego mięsa.",""
"pairing.brovariusz-wroclaw.r5-d8.r5-w8.reason","pairing_reason","Concentrated Malbec handles lamb and herbal braise.","Skoncentrowany Malbec radzi sobie z jagnięciną i ziołowym duszeniem.",""
"pairing.brovariusz-wroclaw.r5-d9.r5-w1.reason","pairing_reason","Soft tannins and dark fruit complement egg yolk richness.","Miękkie taniny i ciemne owoce uzupełniają bogactwo żółtka.",""
"pairing.brovariusz-wroclaw.r5-d9.r5-w4.reason","pairing_reason","Spicy red profile matches crispy savory bean cake.","Pikantny czerwony profil pasuje do chrupiącego, wytrawnego placka z fasoli.",""
"pairing.pod-aniolami.r4-d1.r4-w3.reason","pairing_reason","Pinot earthiness mirrors caramelized onion depth.","Ziemistość Pinota odpowiada głębi karmelizowanej cebuli.",""
"pairing.pod-aniolami.r4-d1.r4-w6.reason","pairing_reason","Sparkling acidity cuts melted cheese richness.","Musująca kwasowość przecina bogactwo stopionego sera.",""
"pairing.pod-aniolami.r4-d10.r4-w5.reason","pairing_reason","Dry rose adds berry lift without oversweetening dessert.","Wytrawne rosé dodaje owocowej nuty bez przesłodzenia deseru.",""
"pairing.pod-aniolami.r4-d10.r4-w6.reason","pairing_reason","Toasty notes mirror caramelized top while staying fresh.","Tostowe nuty odpowiadają karmelizowanemu wierzchu, pozostając świeże.",""
"pairing.pod-aniolami.r4-d2.r4-w4.reason","pairing_reason","Rhone spice amplifies seared crust and pepper.","Korzenność Rodanu wzmacnia smażoną skórkę i pieprz.",""
"pairing.pod-aniolami.r4-d2.r4-w8.reason","pairing_reason","Merlot blend tannins handle beef and butter intensity.","Taniny mieszanki Merlot radzą sobie z intensywnością wołowiny i masła.",""
"pairing.pod-aniolami.r4-d3.r4-w3.reason","pairing_reason","Pinot brightness lifts the rich confit fat.","Świeżość Pinota podnosi bogaty tłuszcz konfitu.",""
"pairing.pod-aniolami.r4-d3.r4-w4.reason","pairing_reason","Savory Rhone profile matches crispy duck skin.","Wytrawny profil Rodanu pasuje do chrupiącej skórki kaczki.",""
"pairing.pod-aniolami.r4-d4.r4-w2.reason","pairing_reason","Mineral Chablis supports shellfish and saffron broth.","Mineralne Chablis wspiera skorupiaki i bulion z szafranem.",""
"pairing.pod-aniolami.r4-d4.r4-w7.reason","pairing_reason","Layered white has enough body for rich rouille.","Warstwowe białe wino ma wystarczająco treściwości dla bogatego rouille.",""
"pairing.pod-aniolami.r4-d5.r4-w1.reason","pairing_reason","Crisp Loire white lifts tomato sweetness.","Świeże białe wino z Loary podnosi słodycz pomidora.",""
"pairing.pod-aniolami.r4-d5.r4-w5.reason","pairing_reason","Dry rose complements roasted vegetables and herbs.","Wytrawne rosé uzupełnia pieczone warzywa i zioła.",""
"pairing.pod-aniolami.r4-d6.r4-w4.reason","pairing_reason","Rhone herbs deepen mushroom and onion notes.","Zioła Rodanu pogłębiają nuty grzybów i cebuli.",""
"pairing.pod-aniolami.r4-d6.r4-w8.reason","pairing_reason","Soft tannins and plum fruit align with braising sauce.","Miękkie taniny i nuty śliwki pasują do sosu z duszenia.",""
"pairing.pod-aniolami.r4-d7.r4-w1.reason","pairing_reason","Citrus and minerality keep fish flavors focused.","Cytrusy i mineralność utrzymują smaki ryby w centrum.",""
"pairing.pod-aniolami.r4-d7.r4-w2.reason","pairing_reason","Precise acidity balances beurre noisette richness.","Precyzyjna kwasowość równoważy bogactwo masła orzechowego.",""
"pairing.pod-aniolami.r4-d8.r4-w1.reason","pairing_reason","Sancerre acidity handles salty anchovy and tuna.","Kwasowość Sancerre radzi sobie ze słonymi anchois i tuńczykiem.",""
"pairing.pod-aniolami.r4-d8.r4-w5.reason","pairing_reason","Rose offers fruit contrast for briny olives.","Rosé oferuje owocowy kontrast dla słonych oliwek.",""
"pairing.pod-aniolami.r4-d9.r4-w6.reason","pairing_reason","Champagne bubbles reduce richness and reset palate.","Bąbelki Champagne redukują tłustość i resetują podniebienie.",""
"pairing.pod-aniolami.r4-d9.r4-w7.reason","pairing_reason","Oak-kissed white matches truffle and creamy cheese.","Lekko dębowane białe pasuje do trufli i kremowego sera.",""
"pairing.senses-warsaw.r2-d1.r2-w1.reason","pairing_reason","Zesty citrus profile mirrors yuzu and lifts raw fish sweetness.","Pikantny cytrusowy profil odpowiada yuzu i podkreśla słodycz surowej ryby.",""
"pairing.senses-warsaw.r2-d1.r2-w4.reason","pairing_reason","Fine bubbles cleanse palate after rich hamachi texture.","Drobne bąbelki oczyszczają podniebienie po bogatej teksturze hamachi.",""
"pairing.senses-warsaw.r2-d10.r2-w3.reason","pairing_reason","Delicate sweetness smooths the cheesecake bitterness.","Delikatna słodycz łagodzi gorycz sernika.",""
"pairing.senses-warsaw.r2-d10.r2-w5.reason","pairing_reason","Red berry mousse offsets the earthy matcha edge.","Owocowy mus z czerwonych jagód niweluje ziemisty akcent matchy.",""
"pairing.senses-warsaw.r2-d2.r2-w2.reason","pairing_reason","Chablis minerality mirrors the oceanic purity of nigiri.","Mineralność Chablis odpowiada oceanicznej czystości nigiri.",""
"pairing.senses-warsaw.r2-d2.r2-w4.reason","pairing_reason","Champagne acidity resets the palate between different fish cuts.","Kwasowość Champagne resetuje podniebienie między różnymi rodzajami ryb.",""
"pairing.senses-warsaw.r2-d3.r2-w2.reason","pairing_reason","Lean mineral structure supports delicate sashimi without masking it.","Smukła mineralna struktura wspiera delikatne sashimi, nie tłumiąc go.",""
"pairing.senses-warsaw.r2-d3.r2-w3.reason","pairing_reason","Slight sweetness softens soy salt and enhances umami.","Lekka słodycz łagodzi sól sojową i wzmacnia umami.",""
"pairing.senses-warsaw.r2-d4.r2-w6.reason","pairing_reason","Silky Pinot fruit balances smoky grill char and sweet tare.","Jedwabista owocowość Pinot równoważy dymne nuty grilla i słodkie tare.",""
"pairing.senses-warsaw.r2-d4.r2-w7.reason","pairing_reason","Peppery red blend handles caramelized glaze intensity.","Pieprzowy red blend radzi sobie z intensywnością karmelizowanej glazury.",""
"pairing.senses-warsaw.r2-d5.r2-w1.reason","pairing_reason","Herbal citrus notes brighten rich buttery cod.","Ziołowo-cytrusowe nuty rozjaśniają tłustego, maślanego dorsza.",""
"pairing.senses-warsaw.r2-d5.r2-w3.reason","pairing_reason","Off-dry Riesling balances sweet-salty miso glaze.","Półwytrawny Riesling równoważy słodko-słoną glazurę miso.",""
"pairing.senses-warsaw.r2-d6.r2-w4.reason","pairing_reason","Lively mousse cuts fried texture and keeps flavors clean.","Żywy mus rozcina smażoną teksturę i utrzymuje czystość smaków.",""
"pairing.senses-warsaw.r2-d6.r2-w5.reason","pairing_reason","Rose Champagne adds freshness and subtle berry lift.","Champagne rosé dodaje świeżości i subtelnej owocowej nuty.",""
"pairing.senses-warsaw.r2-d7.r2-w3.reason","pairing_reason","Residual sugar balances sweet soy glaze and eel fat.","Resztkowy cukier równoważy słodką glazurę sojową i tłustość węgorza.",""
"pairing.senses-warsaw.r2-d7.r2-w6.reason","pairing_reason","Soft red fruit complements smoky caramelized eel.","Miękkie czerwone owoce uzupełniają dymnego, karmelizowanego węgorza.",""
"pairing.senses-warsaw.r2-d8.r2-w6.reason","pairing_reason","Pinot texture supports beef fat without overwhelming ponzu.","Tekstura Pinot wspiera tłustość wołowiny, nie tłumiąc ponzu.",""
"pairing.senses-warsaw.r2-d8.r2-w7.reason","pairing_reason","Concentrated fruit and spice stand up to wagyu richness.","Skoncentrowana owocowość i korzenność dorównują tłustości wagyu.",""
"pairing.senses-warsaw.r2-d9.r2-w1.reason","pairing_reason","Acidic lift cuts broth richness and highlights aromatics.","Kwasowy charakter rozcina bogactwo bulionu i podkreśla aromaty.",""
"pairing.senses-warsaw.r2-d9.r2-w3.reason","pairing_reason","Riesling softness complements salty soy depth.","Miękkość Rieslinga uzupełnia słoną głębię sosu sojowego.",""
"restaurant.atelier-amaro.description","restaurant_description","Modern Polish fine dining in Łazienki — fermented vegetables, foraged herbs, game and quiet European bottles.","Nowoczesna kuchnia polska w Łazienkach — fermentowane warzywa, dzika zwierzyna, zioła z lasu i spokojne europejskie wina.",""
"restaurant.bottiglieria-1881.description","restaurant_description","One-Michelin-star Italian wine bar on ul. Bocheńska — hand-cut pasta, charcoal-grilled fish, and a 600-bottle Italian cellar.","Włoski wine bar z gwiazdką Michelin przy Bocheńskiej — ręcznie krojone pasta, ryby z węgla i piwnica 600 włoskich butelek.",""
"restaurant.brovariusz-wroclaw.description","restaurant_description","A Wrocław gastropub on the Rynek — house-fermented sauerkraut, beer-aged cheeses, hearty Silesian dishes and a small Italian wine cellar.","Wrocławski gastropub na Rynku — domowa kapusta kiszona, sery dojrzewające w piwie, sycące śląskie dania i niewielka włoska piwnica win.",""
"restaurant.pod-aniolami.description","restaurant_description","Heritage Polish kitchen inside a 13th-century cellar at ul. Grodzka — pierogi, żurek, slow-roasted goose and Hungarian whites.","Polska kuchnia tradycyjna w XIII-wiecznych piwnicach przy Grodzkiej — pierogi, żurek, gęś z pieca i węgierskie białe wina.",""
"restaurant.senses-warsaw.description","restaurant_description","Michelin-starred tasting menu on Bielańska — refined produce-driven cooking with a wine pairing for each course.","Restauracja z gwiazdką Michelin przy Bielańskiej — wyrafinowane menu degustacyjne z dobranym winem do każdego dania.",""
"restaurant.atelier-amaro.name","restaurant_name","Atelier Amaro","Atelier Amaro",""
"restaurant.bottiglieria-1881.name","restaurant_name","Bottiglieria 1881","Bottiglieria 1881",""
"restaurant.brovariusz-wroclaw.name","restaurant_name","Brovariusz","Brovariusz",""
"restaurant.pod-aniolami.name","restaurant_name","Pod Aniołami","Pod Aniołami",""
"restaurant.senses-warsaw.name","restaurant_name","Senses","Senses",""
"wine.atelier-amaro.r1-w1.name","wine_name","Marchesi Antinori Tignanello","Marchesi Antinori Tignanello",""
"wine.atelier-amaro.r1-w2.name","wine_name","Frescobaldi Nipozzano Chianti Rufina Riserva","Frescobaldi Nipozzano Chianti Rufina Riserva",""
"wine.atelier-amaro.r1-w3.name","wine_name","La Scolca Gavi dei Gavi Black Label","La Scolca Gavi dei Gavi Black Label",""
"wine.atelier-amaro.r1-w4.name","wine_name","Planeta Chardonnay","Planeta Chardonnay",""
"wine.atelier-amaro.r1-w5.name","wine_name","Ferrari Brut Trento DOC","Ferrari Brut Trento DOC",""
"wine.atelier-amaro.r1-w6.name","wine_name","Donnafugata Ben Rye","Donnafugata Ben Rye",""
"wine.atelier-amaro.r1-w7.name","wine_name","Castello Banfi Brunello di Montalcino","Castello Banfi Brunello di Montalcino",""
"wine.atelier-amaro.r1-w8.name","wine_name","Jermann Pinot Grigio","Jermann Pinot Grigio",""
"wine.bottiglieria-1881.r3-w1.name","wine_name","La Rioja Alta Vina Ardanza Reserva","La Rioja Alta Vina Ardanza Reserva",""
"wine.bottiglieria-1881.r3-w2.name","wine_name","Marques de Murrieta Reserva","Marques de Murrieta Reserva",""
"wine.bottiglieria-1881.r3-w3.name","wine_name","Vega Sicilia Valbuena 5","Vega Sicilia Valbuena 5",""
"wine.bottiglieria-1881.r3-w4.name","wine_name","Martin Codax Albarino","Martin Codax Albarino",""
"wine.bottiglieria-1881.r3-w5.name","wine_name","Bodegas Muga Blanco","Bodegas Muga Blanco",""
"wine.bottiglieria-1881.r3-w6.name","wine_name","Gramona Imperial Brut","Gramona Imperial Brut",""
"wine.bottiglieria-1881.r3-w7.name","wine_name","Torres Celeste Crianza","Torres Celeste Crianza",""
"wine.bottiglieria-1881.r3-w8.name","wine_name","Lopez de Heredia Vina Tondonia Blanco Reserva","Lopez de Heredia Vina Tondonia Blanco Reserva",""
"wine.brovariusz-wroclaw.r5-w1.name","wine_name","Catena Zapata Malbec Argentino","Catena Zapata Malbec Argentino",""
"wine.brovariusz-wroclaw.r5-w2.name","wine_name","Montes Alpha Cabernet Sauvignon","Montes Alpha Cabernet Sauvignon",""
"wine.brovariusz-wroclaw.r5-w3.name","wine_name","Marques de Casa Concha Chardonnay","Marques de Casa Concha Chardonnay",""
"wine.brovariusz-wroclaw.r5-w4.name","wine_name","Lapostolle Cuvee Alexandre Carmenere","Lapostolle Cuvee Alexandre Carmenere",""
"wine.brovariusz-wroclaw.r5-w5.name","wine_name","Garzon Reserva Albarino","Garzon Reserva Albarino",""
"wine.brovariusz-wroclaw.r5-w6.name","wine_name","Santa Rita Casa Real Cabernet Sauvignon","Santa Rita Casa Real Cabernet Sauvignon",""
"wine.brovariusz-wroclaw.r5-w7.name","wine_name","Zuccardi Q Torrontes","Zuccardi Q Torrontes",""
"wine.brovariusz-wroclaw.r5-w8.name","wine_name","Vina Cobos Bramare Malbec","Vina Cobos Bramare Malbec",""
"wine.pod-aniolami.r4-w1.name","wine_name","Domaine Vacheron Sancerre Blanc","Domaine Vacheron Sancerre Blanc",""
"wine.pod-aniolami.r4-w2.name","wine_name","Domaine William Fevre Chablis Premier Cru","Domaine William Fevre Chablis Premier Cru",""
"wine.pod-aniolami.r4-w3.name","wine_name","Louis Jadot Beaune Premier Cru","Louis Jadot Beaune Premier Cru",""
"wine.pod-aniolami.r4-w4.name","wine_name","Chateau de Beaucastel Chateauneuf-du-Pape","Chateau de Beaucastel Chateauneuf-du-Pape",""
"wine.pod-aniolami.r4-w5.name","wine_name","Whispering Angel Rose","Whispering Angel Rose",""
"wine.pod-aniolami.r4-w6.name","wine_name","Bollinger Special Cuvee","Bollinger Special Cuvee",""
"wine.pod-aniolami.r4-w7.name","wine_name","Chateau Smith Haut Lafitte Blanc","Chateau Smith Haut Lafitte Blanc",""
"wine.pod-aniolami.r4-w8.name","wine_name","Chateau La Dominique Saint-Emilion Grand Cru","Chateau La Dominique Saint-Emilion Grand Cru",""
"wine.senses-warsaw.r2-w1.name","wine_name","Cloudy Bay Sauvignon Blanc","Cloudy Bay Sauvignon Blanc",""
"wine.senses-warsaw.r2-w2.name","wine_name","Domaine William Fevre Chablis","Domaine William Fevre Chablis",""
"wine.senses-warsaw.r2-w3.name","wine_name","Dr. Loosen Riesling Kabinett","Dr. Loosen Riesling Kabinett",""
"wine.senses-warsaw.r2-w4.name","wine_name","Ruinart Blanc de Blancs","Ruinart Blanc de Blancs",""
"wine.senses-warsaw.r2-w5.name","wine_name","Billecart-Salmon Brut Rose","Billecart-Salmon Brut Rose",""
"wine.senses-warsaw.r2-w6.name","wine_name","Meiomi Pinot Noir","Meiomi Pinot Noir",""
"wine.senses-warsaw.r2-w7.name","wine_name","Ridge Geyserville","Ridge Geyserville",""
"wine.senses-warsaw.r2-w8.name","wine_name","Gerard Bertrand Cote des Roses Rose","Gerard Bertrand Cote des Roses Rose",""
"wine.atelier-amaro.r1-w1.notes","wine_notes","Dark cherry, cedar, tobacco, and polished tannins.","Ciemna wiśnia, cedr, tytoń i wypolerowane taniny.",""
"wine.atelier-amaro.r1-w2.notes","wine_notes","Bright sour cherry, herbs, and savory spice.","Świeża kwaśna wiśnia, zioła i wytrawne korzenne nuty.",""
"wine.atelier-amaro.r1-w3.notes","wine_notes","Citrus peel, white flowers, and mineral finish.","Skórka cytrusów, białe kwiaty i mineralne wykończenie.",""
"wine.atelier-amaro.r1-w4.notes","wine_notes","Ripe stone fruit, vanilla, and balanced acidity.","Dojrzałe owoce pestkowe, wanilia i zbalansowana kwasowość.",""
"wine.atelier-amaro.r1-w5.notes","wine_notes","Fine bubbles, green apple, brioche, and crisp finish.","Drobne bąbelki, zielone jabłko, brioszka i świeże wykończenie.",""
"wine.atelier-amaro.r1-w6.notes","wine_notes","Apricot, candied orange, honey, and saffron.","Morela, kandyzowana pomarańcza, miód i szafran.",""
"wine.atelier-amaro.r1-w7.notes","wine_notes","Black cherry, leather, dried herbs, and firm structure.","Czarna wiśnia, skóra, suszone zioła i mocna struktura.",""
"wine.atelier-amaro.r1-w8.notes","wine_notes","Pear, lemon zest, and saline minerality.","Gruszka, skórka cytryny i słona mineralność.",""
"wine.bottiglieria-1881.r3-w1.notes","wine_notes","Red fruit, vanilla, and dried herbs.","Czerwone owoce, wanilia i suszone zioła.",""
"wine.bottiglieria-1881.r3-w2.notes","wine_notes","Plum, cedar, tobacco, and polished tannins.","Śliwka, cedr, tytoń i wypolerowane taniny.",""
"wine.bottiglieria-1881.r3-w3.notes","wine_notes","Dark berries, graphite, and long savory finish.","Ciemne owoce, grafit i długie wytrawne wykończenie.",""
"wine.bottiglieria-1881.r3-w4.notes","wine_notes","Lime, peach, saline freshness, and floral notes.","Limonka, brzoskwinia, słona świeżość i kwiatowe nuty.",""
"wine.bottiglieria-1881.r3-w5.notes","wine_notes","Citrus, stone fruit, subtle oak, and crisp finish.","Cytrusy, owoce pestkowe, subtelny dąb i świeże wykończenie.",""
"wine.bottiglieria-1881.r3-w6.notes","wine_notes","Baked apple, brioche, and persistent bubbles.","Pieczone jabłko, brioszka i wytrwałe bąbelki.",""
"wine.bottiglieria-1881.r3-w7.notes","wine_notes","Black cherry, cacao, and gentle oak spice.","Czarna wiśnia, kakao i delikatna dębowa korzenność.",""
"wine.bottiglieria-1881.r3-w8.notes","wine_notes","Nuts, dried citrus, and layered oxidative complexity.","Orzechy, suszone cytrusy i warstwowa oksydacyjna złożoność.",""
"wine.brovariusz-wroclaw.r5-w1.notes","wine_notes","Black plum, violet, and smooth dense finish.","Czarna śliwka, fiołek i gładkie, gęste wykończenie.",""
"wine.brovariusz-wroclaw.r5-w2.notes","wine_notes","Cassis, cedar, and firm tannin backbone.","Cassis, cedr i mocna tanniczna struktura.",""
"wine.brovariusz-wroclaw.r5-w3.notes","wine_notes","Citrus curd, stone fruit, and creamy texture.","Cytrusowy curd, owoce pestkowe i kremowa tekstura.",""
"wine.brovariusz-wroclaw.r5-w4.notes","wine_notes","Blackberries, pepper, and smoky herbal finish.","Jeżyny, pieprz i dymne ziołowe wykończenie.",""
"wine.brovariusz-wroclaw.r5-w5.notes","wine_notes","Lime zest, white peach, and saline edge.","Skórka limonki, biała brzoskwinia i słony akcent.",""
"wine.brovariusz-wroclaw.r5-w6.notes","wine_notes","Dark fruit, graphite, and polished oak.","Ciemne owoce, grafit i wypolerowany dąb.",""
"wine.brovariusz-wroclaw.r5-w7.notes","wine_notes","Jasmine, grapefruit, and aromatic lift.","Jaśmin, grejpfrut i aromatyczny charakter.",""
"wine.brovariusz-wroclaw.r5-w8.notes","wine_notes","Black cherry, cocoa, and structured mouthfeel.","Czarna wiśnia, kakao i strukturalna wyrazistość w ustach.",""
"wine.pod-aniolami.r4-w1.notes","wine_notes","Lemon zest, gooseberry, and flinty minerality.","Skórka cytryny, agrest i krzemienna mineralność.",""
"wine.pod-aniolami.r4-w2.notes","wine_notes","Crisp citrus, oyster shell, and linear acidity.","Świeże cytrusy, muszla ostrygi i liniowa kwasowość.",""
"wine.pod-aniolami.r4-w3.notes","wine_notes","Red cherry, forest floor, and gentle spice.","Czerwona wiśnia, ściółka leśna i delikatne korzenne nuty.",""
"wine.pod-aniolami.r4-w4.notes","wine_notes","Black fruit, garrigue herbs, and structured finish.","Czarne owoce, zioła garrigue i strukturalne wykończenie.",""
"wine.pod-aniolami.r4-w5.notes","wine_notes","Strawberry, peach, and dry mineral finish.","Truskawka, brzoskwinia i wytrawne mineralne wykończenie.",""
"wine.pod-aniolami.r4-w6.notes","wine_notes","Apple, brioche, toasted nuts, and long mousse.","Jabłko, brioszka, prażone orzechy i długi mus.",""
"wine.pod-aniolami.r4-w7.notes","wine_notes","Citrus, white peach, and subtle oak smoke.","Cytrusy, biała brzoskwinia i subtelny dąb z dymem.",""
"wine.pod-aniolami.r4-w8.notes","wine_notes","Plum, cocoa, and velvety tannins.","Śliwka, kakao i aksamitne taniny.",""
"wine.senses-warsaw.r2-w1.notes","wine_notes","Grapefruit, lime leaf, and bright herbal lift.","Grejpfrut, liść limonki i świeży ziołowy charakter.",""
"wine.senses-warsaw.r2-w2.notes","wine_notes","Taut citrus, oyster shell, and chalky texture.","Napięte cytrusy, muszla ostrygi i kredowa tekstura.",""
"wine.senses-warsaw.r2-w3.notes","wine_notes","Green apple, peach, and off-dry precision.","Zielone jabłko, brzoskwinia i półwytrawna precyzja.",""
"wine.senses-warsaw.r2-w4.notes","wine_notes","Lemon curd, almond, and chalky bubbles.","Lemon curd, migdał i kredowe bąbelki.",""
"wine.senses-warsaw.r2-w5.notes","wine_notes","Wild strawberry, citrus peel, and elegant mousse.","Poziomka, skórka cytrusów i elegancki mus.",""
"wine.senses-warsaw.r2-w6.notes","wine_notes","Ripe berry, mocha, and silky tannins.","Dojrzałe jagody, mocha i jedwabiste taniny.",""
"wine.senses-warsaw.r2-w7.notes","wine_notes","Blackberry, pepper, and savory spice.","Jeżyna, pieprz i wytrawne korzenne nuty.",""
"wine.senses-warsaw.r2-w8.notes","wine_notes","Red berries, melon, and dry floral finish.","Czerwone owoce, melon i wytrawne kwiatowe wykończenie.",""
